word,antonym,word_hi,antonym_hi
alas,luckily,हाय,सौभाग्य से
alcoholic,nonalcoholic,मादक,गैर - मादक
alert,unalert,चेतावनी,अनजान
alert,unvigilant,चेतावनी,अनिच्छुक
alert,unwatchful,चेतावनी,अयोग्य
alfresco,indoors,खुली हवा में,घर के अंदर
alfresco,inside,खुली हवा में,अंदर
algorithmic,heuristic,एल्गोरिथम,अनुमानी
alien,acquaintance,विदेशी,जान-पहचान
alien,citizen,विदेशी,नागरिक
alien,friend,विदेशी,दोस्त
alienable,inalienable,बदलने के योग्य,अविच्छेद्य
alienable,unalienable,बदलने के योग्य,अहस्तांतरणीय
align,skew,संरेखित,तिरछा करना
aligned,nonaligned,गठबंधन,गुट निरपेक्ष
alignment,nonalignment,संरेखण,अखंड
alignment,nonalinement,संरेखण,मठवासिनी
alike,dissimilar,समान रूप से,भिन्न
alike,unalike,समान रूप से,अनलिक
alikeness,dissimilitude,घातकता,विभिन्नता
alikeness,unlikeness,घातकता,अनैतिकता
aline,skew,पंक्ति में करना,तिरछा करना
alinement,nonalignment,अदल-बदल कर,अखंड
alinement,nonalinement,अदल-बदल कर,मठवासिनी
aliquant,aliquot,कुछ हद तक,विभाज्य
aliquant,aliquot part,कुछ हद तक,विभाज्य भाग
aliquant part,aliquot,कुछ हिस्सा,विभाज्य
aliquant part,aliquot part,कुछ हिस्सा,विभाज्य भाग
aliquot,aliquant,विभाज्य,कुछ हद तक
aliquot,aliquant part,विभाज्य,कुछ हिस्सा
aliquot part,aliquant,विभाज्य भाग,कुछ हद तक
aliquot part,aliquant part,विभाज्य भाग,कुछ हिस्सा
alive,dead,जीवित,मृत
alive,unanimated,जीवित,सर्वसम्मति से
aliveness,inanimateness,जीवंतता,अविभाज्यता
aliveness,lifelessness,जीवंतता,बेजान
alkalic,acidic,सोडे का,अम्लीय
alkalic,amphiprotic,सोडे का,उभय -संबंधी
alkalic,amphoteric,सोडे का,उभय -संबंधी
alkalify,acetify,क्षार बनाना,पीड़ा देना
alkalify,acidify,क्षार बनाना,अम्ल करना
alkaline,acidic,क्षारीय,अम्लीय
alkaline,amphiprotic,क्षारीय,उभय -संबंधी
alkaline,amphoteric,क्षारीय,उभय -संबंधी
alkaline-loving,acid-loving,क्षारीय,एसिड प्यार
alkalinity,acidity,क्षारीयता,अम्लता
alkalise,acetify,क्षारीय,पीड़ा देना
alkalise,acidify,क्षारीय,अम्ल करना
alkalize,acetify,क्षीण करना,पीड़ा देना
alkalize,acidify,क्षीण करना,अम्ल करना
all,nothing,सभी,कुछ नहीं
all,part,सभी,भाग
all,partially,सभी,आंशिक रूप से
all,partly,सभी,आंशिक रूप में
all,some,सभी,कुछ
alliance,nonalignment,गठबंधन,अखंड
alliance,nonalinement,गठबंधन,मठवासिनी
allochthonous,autochthonous,अलोचथोनस,मूल निवासी
allogamy,autogamy,आकर्षक,स्वैच्छिक
allogeneic,xenogeneic,अनुवांशिक रूप से भिन्न,ज़ेनोजेनिअसिक
allopathic,homeopathic,एलोपैथिक,समाचिकित्सा का
allopathy,homeopathy,सभी,होम्योपैथी
allopathy,homoeopathy,सभी,होम्योपैथी
allopatric,sympatric,एलोपेट्रिक,समपैतृक
allopatry,sympatry,आवास,सहानुभूति
allow,deny,अनुमति दें,अस्वीकार करना
allow,disallow,अनुमति दें,अनुमति न दें
allow,forbid,अनुमति दें,ना करे
allow,interdict,अनुमति दें,पाबंदी
allow,keep,अनुमति दें,रखना
allow,nix,अनुमति दें,सिफ़र
allow,prevent,अनुमति दें,रोकना
allow,prohibit,अनुमति दें,निषेध
allow,proscribe,अनुमति दें,देश से निकालना
allow,refuse,अनुमति दें,अस्वीकार करना
allow,veto,अनुमति दें,वीटो
allow in,refuse,होने दो,अस्वीकार करना
allow in,reject,होने दो,अस्वीकार करना
allow in,turn away,होने दो,लौटाना
allow in,turn down,होने दो,अस्वीकार करें
allowable,impermissible,स्वीकार्य,नाजायज
allowably,impermissibly,अचूक रूप से,अपूर्णता से
ally,enemy,मित्र,दुश्मन
ally,foe,मित्र,दुश्मन
aloud,quietly,जोर,चुपचाप
aloud,softly,जोर,नरमी से
alphabetic,analphabetic,वर्णानुक्रमक,एनालफैबेटिक
alphabetical,analphabetic,वर्णमाला,एनालफैबेटिक
